year,session, code,subject, max_mark, a*, a, b, c, d, e
2024,June,7405,CHEMISTRY ADV,300,239,198,162,126,90,55
2024,June,7517A,COMP SCI ADV (C#),375,298,239,194,149,104,60
2024,June,7517B,COMP SCI ADV (JAVA),375,298,239,194,149,104,60
2024,June,7517D,COMP SCI ADV (PYTHON),375,298,239,194,149,104,60
2024,June,7517E,COMP SCI ADV (VB.NET),375,298,239,194,149,104,60
2024,June,7562,D&T: FASHION AND TEXTILES ADV,400,326,299,259,219,179,140
2024,June,7552,D&T: PRODUCT DESIGN ADV,400,315,287,245,204,163,122
2024,June,7237,DANCE ADV,200,145,130,115,100,85,70
2024,June,7262,DRAMA AND THEATRE ADV,200,160,145,124,104,84,64
2024,June,7136,ECONOMICS ADV,240,173,149,127,105,83,61
2024,June,7707,ENGLISH LANG AND LIT ADV,250,201,186,159,132,105,79
2024,June,7702,ENGLISH LANGUAGE ADV,500,433,399,342,286,230,174
2024,June,7712A,ENGLISH LIT A ADV OPTION A,375,306,276,232,188,144,101
2024,June,7712B,ENGLISH LIT A ADV OPTION B,375,320,288,242,197,152,107
2024,June,7717AA,ENGLISH LIT B ADV OPTION AA,375,313,277,235,193,151,109
2024,June,7717AB,ENGLISH LIT B ADV OPTION AB,375,311,277,234,191,149,107
2024,June,7717BA,ENGLISH LIT B ADV OPTION BA,375,342,307,265,223,182,141
2024,June,7717BB,ENGLISH LIT B ADV OPTION BB,375,342,307,265,223,181,139
2024,June,7447,ENVIRONMENTAL SCIENCE ADV,240,178,163,139,115,91,68
2024,June,7652T,FRENCH ADV TEACHER COND OPTION,400,358,325,282,240,198,156
2024,June,7652V,FRENCH ADV VISITING EXR OPTION,400,358,325,282,240,198,156
2024,June,7367DS,FURTHER MATHS ADV OPTION DS,300,239,198,164,130,96,62
2024,June,7367MD,FURTHER MATHS ADV OPTION MD,300,234,196,162,128,94,60
2024,June,7367SM,FURTHER MATHS ADV OPTION SM,300,238,195,160,126,92,58
2024,June,7037,GEOGRAPHY ADV,300,239,211,179,148,117,86
2024,June,7662T,GERMAN ADV TEACHER COND OPTION,400,351,304,257,210,163,116
2024,June,7662V,GERMAN ADV VISITING EXR OPTION,400,351,304,257,210,163,116
2024,June,7042AA,HISTORY ADV OPTION AA,200,160,136,113,90,67,45
2024,June,7042AB,HISTORY ADV OPTION AB,200,160,136,113,90,67,45
2024,June,7042AD,HISTORY ADV OPTION AD,200,160,136,113,90,67,45
2024,June,7042AE,HISTORY ADV OPTION AE,200,162,138,116,94,72,51
2024,June,7042AM,HISTORY ADV OPTION AM,200,153,129,108,87,66,46
2024,June,7042AS,HISTORY ADV OPTION AS,200,160,136,113,90,67,45
2024,June,7042BB,HISTORY ADV OPTION BB,200,163,139,115,91,68,45
2024,June,7042BD,HISTORY ADV OPTION BD,200,163,139,115,91,68,45
2024,June,7042BE,HISTORY ADV OPTION BE,200,165,141,118,95,73,51
2024,June,7042BM,HISTORY ADV OPTION BM,200,156,132,110,88,67,46
2024,June,7042BS,HISTORY ADV OPTION BS,200,163,139,115,91,68,45
2024,June,7042CF,HISTORY ADV OPTION CF,200,165,141,118,95,72,49
2024,June,7042CG,HISTORY ADV OPTION CG,200,157,133,111,90,69,48
2024,June,7042CH,HISTORY ADV OPTION CH,200,155,131,109,88,67,46
2024,June,7042CJ,HISTORY ADV OPTION CJ,200,163,139,117,95,73,52
2024,June,7042CK,HISTORY ADV OPTION CK,200,157,133,111,89,67,46
2024,June,7042CL,HISTORY ADV OPTION CL,200,157,133,111,89,67,46
2024,June,7042CN,HISTORY ADV OPTION CN,200,157,132,110,88,67,46
2024,June,7042CO,HISTORY ADV OPTION CO,200,166,142,119,96,73,51
2024,June,7042CP,HISTORY ADV OPTION CP,200,161,137,115,94,73,52
2024,June,7042CQ,HISTORY ADV OPTION CQ,200,163,141,118,95,72,50
2024,June,7042CR,HISTORY ADV OPTION CR,200,166,141,118,95,72,49
2024,June,7042CT,HISTORY ADV OPTION CT,200,161,137,114,92,70,48
2024,June,7042DC,HISTORY ADV OPTION DC,200,166,142,118,95,72,49
2024,June,7042DG,HISTORY ADV OPTION DG,200,163,139,116,94,72,50
2024,June,7042DH,HISTORY ADV OPTION DH,200,161,137,114,92,70,48
2024,June,7042DJ,HISTORY ADV OPTION DJ,200,169,145,122,99,76,54
2024,June,7042DK,HISTORY ADV OPTION DK,200,163,139,116,93,70,48
2024,June,7042DL,HISTORY ADV OPTION DL,200,163,139,116,93,70,48
2024,June,7042DN,HISTORY ADV OPTION DN,200,162,138,115,92,70,48
2024,June,7042DO,HISTORY ADV OPTION DO,200,172,148,124,100,76,53
2024,June,7042DP,HISTORY ADV OPTION DP,200,167,143,120,98,76,54
2024,June,7042DQ,HISTORY ADV OPTION DQ,200,171,147,123,99,75,52
2024,June,7042DR,HISTORY ADV OPTION DR,200,171,147,123,99,75,51
2024,June,7042EA,HISTORY ADV OPTION EA,200,158,134,113,92,71,50
2024,June,7042EB,HISTORY ADV OPTION EB,200,158,134,113,92,71,50
2024,June,7042EE,HISTORY ADV OPTION EE,200,160,136,116,96,76,56
2024,June,7042EM,HISTORY ADV OPTION EM,200,151,127,108,89,70,51
2024,June,7042ES,HISTORY ADV OPTION ES,200,158,134,113,92,71,50
2024,June,7042FF,HISTORY ADV OPTION FF,200,162,138,115,92,70,48
2024,June,7042FG,HISTORY ADV OPTION FG,200,154,130,109,88,67,47
2024,June,7042FH,HISTORY ADV OPTION FH,200,152,128,107,86,65,45
2024,June,7042FJ,HISTORY ADV OPTION FJ,200,160,136,114,93,72,51
2024,June,7042FL,HISTORY ADV OPTION FL,200,154,130,108,87,66,45
2024,June,7042FN,HISTORY ADV OPTION FN,200,153,129,108,87,66,45
2024,June,7042FO,HISTORY ADV OPTION FO,200,163,139,116,94,72,50
2024,June,7042FP,HISTORY ADV OPTION FP,200,158,134,113,92,71,51
2024,June,7042FQ,HISTORY ADV OPTION FQ,200,162,138,115,93,71,49
2024,June,7042FR,HISTORY ADV OPTION FR,200,162,138,115,92,70,48
2024,June,7042FT,HISTORY ADV OPTION FT,200,158,134,112,90,68,47
2024,June,7042GF,HISTORY ADV OPTION GF,200,163,139,116,93,70,48
2024,June,7042GG,HISTORY ADV OPTION GG,200,155,131,110,89,68,47
2024,June,7042GH,HISTORY ADV OPTION GH,200,153,129,108,87,66,45
2024,June,7042GK,HISTORY ADV OPTION GK,200,155,131,109,87,66,45
2024,June,7042GL,HISTORY ADV OPTION GL,200,155,131,109,87,66,45
2024,June,7042GN,HISTORY ADV OPTION GN,200,154,130,108,87,66,45
2024,June,7042GO,HISTORY ADV OPTION GO,200,164,140,117,94,72,50
2024,June,7042GP,HISTORY ADV OPTION GP,200,159,135,114,93,72,51
2024,June,7042GQ,HISTORY ADV OPTION GQ,200,163,139,116,93,71,49
2024,June,7042GR,HISTORY ADV OPTION GR,200,163,139,116,93,70,48
2024,June,7042HA,HISTORY ADV OPTION HA,200,153,129,108,87,66,45
2024,June,7042HB,HISTORY ADV OPTION HB,200,153,129,108,87,66,45
2024,June,7042HD,HISTORY ADV OPTION HD,200,153,129,108,87,66,45
2024,June,7042HE,HISTORY ADV OPTION HE,200,154,131,111,91,71,51
2024,June,7042HM,HISTORY ADV OPTION HM,200,146,122,103,84,65,46
2024,June,7042HS,HISTORY ADV OPTION HS,200,154,129,108,87,66,45
2024,June,7042JC,HISTORY ADV OPTION JC,200,156,132,110,88,67,46
2024,June,7042JF,HISTORY ADV OPTION JF,200,161,137,114,92,70,48
2024,June,7042JG,HISTORY ADV OPTION JG,200,153,129,108,87,67,47
2024,June,7042JH,HISTORY ADV OPTION JH,200,151,127,106,85,65,45
2024,June,7042JJ,HISTORY ADV OPTION JJ,200,159,135,114,93,72,51
2024,June,7042JL,HISTORY ADV OPTION JL,200,153,129,108,87,66,45
2024,June,7042JN,HISTORY ADV OPTION JN,200,152,128,107,86,65,45
2024,June,7042JO,HISTORY ADV OPTION JO,200,162,138,116,94,72,50
2024,June,7042JP,HISTORY ADV OPTION JP,200,157,133,112,91,71,51
2024,June,7042JQ,HISTORY ADV OPTION JQ,200,161,137,115,93,71,49
2024,June,7042JR,HISTORY ADV OPTION JR,200,161,137,114,92,70,48
2024,June,7042KA,HISTORY ADV OPTION KA,200,160,136,113,90,68,46
2024,June,7042KB,HISTORY ADV OPTION KB,200,160,136,113,90,68,46
2024,June,7042KD,HISTORY ADV OPTION KD,200,160,136,113,90,68,46
2024,June,7042KE,HISTORY ADV OPTION KE,200,162,138,116,94,73,52
2024,June,7042KM,HISTORY ADV OPTION KM,200,153,129,108,87,67,47
2024,June,7042KS,HISTORY ADV OPTION KS,200,158,136,113,90,68,46
2024,June,7042LA,HISTORY ADV OPTION LA,200,160,136,113,90,67,45
2024,June,7042LB,HISTORY ADV OPTION LB,200,160,136,113,90,67,45
2024,June,7042LD,HISTORY ADV OPTION LD,200,160,136,113,90,67,45
2024,June,7042LE,HISTORY ADV OPTION LE,200,162,138,116,94,72,51
2024,June,7042LM,HISTORY ADV OPTION LM,200,153,129,108,87,66,46
2024,June,7042LS,HISTORY ADV OPTION LS,200,160,136,113,90,67,45
2024,June,7162A,LAW ADV OPTION A,300,218,190,155,120,86,52
2024,June,7162B,LAW ADV OPTION B,300,215,188,154,121,88,55
2024,June,7357,MATHEMATICS ADV,300,259,222,184,147,110,73
2024,June,7572,MEDIA STUDIES ADV,240,203,183,152,122,92,62
2024,June,7672,MODERN HEBREW ADV,400,297,260,223,186,150,114
2024,June,7272,MUSIC ADV,300,242,214,187,160,134,108
2024,June,7682,PANJABI ADV,400,255,226,197,168,140,112
2024,June,7172,PHILOSOPHY ADV,200,155,133,108,83,59,35
2024,June,7582,PHYSICAL EDUCATION ADV,300,212,192,166,140,115,90
2024,June,7408A,PHYSICS ADV (ASTROPHYSICS),250,171,138,114,91,68,45
2024,June,7408E,PHYSICS ADV (ELECTRONICS),250,173,139,116,93,70,47
2024,June,7408C,PHYSICS ADV (ENGINEERING),250,175,135,112,89,67,45
2024,June,7408B,PHYSICS ADV (MEDICAL),250,174,139,115,91,68,45
2024,June,7408D,PHYSICS ADV (TURNING POINTS),250,172,138,114,91,68,45
2024,June,7687,POLISH ADV,400,322,265,227,189,152,115
2024,June,7152,POLITICS ADV,231,168,143,118,94,70,46
2024,June,7182,PSYCHOLOGY ADV,288,220,196,163,130,97,64
2024,June,7062A,RELIGIOUS STUDIES ADV OPTION A,200,169,141,113,85,57,30
2024,June,7062B,RELIGIOUS STUDIES ADV OPTION B,200,170,142,114,87,60,33
2024,June,7062C,RELIGIOUS STUDIES ADV OPTION C,200,169,141,113,85,57,30
2024,June,7062D,RELIGIOUS STUDIES ADV OPTION D,200,169,141,113,85,57,30
2024,June,7062E,RELIGIOUS STUDIES ADV OPTION E,200,170,142,114,86,58,30
2024,June,7192,SOCIOLOGY ADV,240,186,167,142,117,92,67
2024,June,7692T,SPANISH ADV TEACHER COND OPT,400,344,303,254,205,156,107
2024,June,7692V,SPANISH ADV VISITING EXR OPT,400,344,303,254,205,156,107
2020,November,7127,ACCOUNTING ADV,240,153,132,113,94,75,57
2020,November,7201E,ART & DESIGN ADV (ART CRAFT & DES),96,77,70,57,44,32,20
2020,November,7202E,ART & DESIGN ADV (FINE ART),96,77,70,57,44,32,20
2020,November,7203E,ART & DESIGN ADV (GRAPHIC COMM),96,77,70,57,44,32,20
2020,November,7204E,ART & DESIGN ADV (TEXTILE DESIGN),96,77,70,57,44,32,20
2020,November,7205E,ART & DESIGN ADV (3D DESIGN),96,77,70,57,44,32,20
2020,November,7206E,ART & DESIGN ADV (PHOTOGRAPHY),96,80,74,62,50,38,26
2020,November,7637,BENGALI ADV,400,300,240,210,180,150,120
2020,November,7402,BIOLOGY ADV,260,170,138,114,90,67,44
2020,November,7132,BUSINESS ADV,300,208,183,155,127,99,71
2020,November,7405,CHEMISTRY ADV,300,235,192,157,123,89,55
2020,November,7517A,COMPUTER SCIENCE ADV (C#),300,224,183,149,115,81,47
2020,November,7517B,COMPUTER SCIENCE ADV (JAVA),300,224,183,149,115,81,47
2020,November,7517C,COMPUTER SCIENCE ADV (PASCAL/DELPHI),300,224,183,149,115,81,47
2020,November,7517D,COMPUTER SCIENCE ADV (PYTHON),300,224,183,149,115,81,47
2020,November,7517E,COMPUTER SCIENCE ADV (VB.NET),300,224,183,149,115,81,47
2020,November,7562,D&T: FASHION AND TEXTILES ADV,200,112,86,71,56,42,28
2020,November,7552,D&T PRODUCT DESIGN ADV,200,126,105,84,63,42,22
2020,November,7237,DANCE ADV,100,60,52,43,34,26,18
2020,November,7262,DRAMA AND THEATRE ADV,80,54,44,36,28,20,12
2020,November,7136,ECONOMICS ADV,240,184,156,132,108,85,62
2020,November,7702,ENGLISH LANGUAGE ADV,400,336,298,255,212,169,126
2020,November,7707,ENGLISH LANGUAGE AND LITERATURE ADV,200,154,136,115,94,73,52
2020,November,7712A,ENGLISH LITERATURE A ADV OPTION A,300,225,190,154,118,82,46
2020,November,7712B,ENGLISH LITERATURE A ADV OPTION B,300,231,194,157,120,84,48
2020,November,7717AA,ENGLISH LITERATURE B ADV OPTION AA,300,222,186,152,118,85,52
2020,November,7717AB,ENGLISH LITERATURE B ADV OPTION AB,300,224,186,155,124,93,62
2020,November,7717BA,ENGLISH LITERATURE B ADV OPTION BA,300,241,204,168,132,96,60
2020,November,7717BB,ENGLISH LITERATURE B ADV OPTION BB,300,241,204,170,136,103,70
2020,November,7447,ENVIRONMENTAL SCIENCE ADV,240,162,140,117,94,72,50
2020,November,7652T,FRENCH ADV TEACHER COND OPTION,280,232,194,161,128,95,63
2020,November,7367DS,FURTHER MATHEMATICS ADV OPTION DS,300,198,152,124,96,69,42
2020,November,7367MD,FURTHER MATHEMATICS ADV OPTION MD,300,195,149,122,95,68,42
2020,November,7367SM,FURTHER MATHEMATICS ADV OPTION SM,300,193,147,120,93,67,41
2020,November,7037,GEOGRAPHY ADV,240,169,145,121,97,74,51
2020,November,7662T,GERMAN ADV TEACHER COND OPTION,280,208,157,125,94,63,32
2020,November,7042AA,HISTORY ADV OPT AA,160,108,87,69,52,35,18
2020,November,7042AB,HISTORY ADV OPT AB,160,110,89,72,55,39,23
2020,November,7042AS,HISTORY ADV OPT AS,160,108,87,69,52,35,18
2020,November,7042BB,HISTORY ADV OPT BB,160,114,93,77,61,45,30
2020,November,7042BD,HISTORY ADV OPT BD,160,115,94,76,59,42,25
2020,November,7042BS,HISTORY ADV OPT BS,160,112,91,74,57,41,25
2020,November,7042CF,HISTORY ADV OPT CF,160,109,88,71,54,37,20
2020,November,7042CG,HISTORY ADV OPT CG,160,110,89,72,55,38,22
2020,November,7042CH,HISTORY ADV OPT CH,160,100,79,63,48,33,18
2020,November,7042CJ,HISTORY ADV OPT CJ,160,107,86,69,52,35,18
2020,November,7042CK,HISTORY ADV OPT CK,160,104,83,67,51,35,20
2020,November,7042CL,HISTORY ADV OPT CL,160,106,85,68,52,36,20
2020,November,7042CN,HISTORY ADV OPT CN,160,106,84,67,50,34,18
2020,November,7042CO,HISTORY ADV OPT CO,160,108,87,69,52,35,18
2020,November,7042CQ,HISTORY ADV OPT CQ,160,109,91,72,54,36,18
2020,November,7042CR,HISTORY ADV OPT CR,160,107,86,69,52,35,18
2020,November,7042DH,HISTORY ADV OPT DH,160,112,91,73,55,37,19
2020,November,7042DJ,HISTORY ADV OPT DJ,160,119,98,78,58,38,19
2020,November,7042DL,HISTORY ADV OPT DL,160,118,97,78,59,40,21
2020,November,7042DN,HISTORY ADV OPT DN,160,117,96,76,57,38,19
2020,November,7042DO,HISTORY ADV OPT DO,160,120,99,79,59,39,19
2020,November,7042DR,HISTORY ADV OPT DR,160,119,98,78,58,38,19
2020,November,7042EA,HISTORY ADV OPT EA,160,109,88,71,54,37,21
2020,November,7042ES,HISTORY ADV OPT ES,160,109,88,71,54,37,21
2020,November,7042FH,HISTORY ADV OPT FH,160,102,81,65,49,33,18
2020,November,7042FL,HISTORY ADV OPT FL,160,108,87,70,53,36,20
2020,November,7042FN,HISTORY ADV OPT FN,160,107,86,69,52,35,18
2020,November,7042FO,HISTORY ADV OPT FO,160,110,89,71,53,35,18
2020,November,7042FP,HISTORY ADV OPT FP,160,106,85,69,53,37,21
2020,November,7042FQ,HISTORY ADV OPT FQ,160,114,93,74,55,36,18
2020,November,7042FR,HISTORY ADV OPT FR,160,109,88,70,52,35,18
2020,November,7042GF,HISTORY ADV OPT GF,160,110,89,72,55,38,21
2020,November,7042GG,HISTORY ADV OPT GG,160,111,90,73,56,39,23
2020,November,7042GH,HISTORY ADV OPT GH,160,101,80,64,49,34,19
2020,November,7042GN,HISTORY ADV OPT GN,160,106,85,68,51,35,19
2020,November,7042GQ,HISTORY ADV OPT GQ,160,113,92,73,55,37,19
2020,November,7042GR,HISTORY ADV OPT GR,160,108,87,70,53,36,19
2020,November,7042HA,HISTORY ADV OPT HA,160,110,89,71,53,35,18
2020,November,7042HB,HISTORY ADV OPT HB,160,112,91,74,57,40,23
2020,November,7042HD,HISTORY ADV OPT HD,160,113,92,73,54,36,18
2020,November,7042HE,HISTORY ADV OPT HE,160,116,95,75,56,37,18
2020,November,7042HM,HISTORY ADV OPT HM,160,114,93,74,55,36,18
2020,November,7042HS,HISTORY ADV OPT HS,160,111,89,71,53,35,18
2020,November,7042JF,HISTORY ADV OPT JF,160,112,91,73,55,37,20
2020,November,7042JG,HISTORY ADV OPT JG,160,113,92,74,56,39,22
2020,November,7042JH,HISTORY ADV OPT JH,160,103,82,66,50,34,18
2020,November,7042JL,HISTORY ADV OPT JL,160,109,88,71,54,37,20
2020,November,7042JN,HISTORY ADV OPT JN,160,108,87,69,52,35,18
2020,November,7042JO,HISTORY ADV OPT JO,160,111,90,72,54,36,18
2020,November,7042JR,HISTORY ADV OPT JR,160,110,89,71,53,35,18
2020,November,7042KA,HISTORY ADV OPT KA,160,112,91,72,54,36,18
2020,November,7042KD,HISTORY ADV OPT KD,160,115,94,75,56,37,18
2020,November,7042KE,HISTORY ADV OPT KE,160,118,97,77,57,37,18
2020,November,7042KM,HISTORY ADV OPT KM,160,116,95,75,56,37,18
2020,November,7042KS,HISTORY ADV OPT KS,160,111,91,72,54,36,18
2020,November,7042LB,HISTORY ADV OPT LB,160,115,94,76,59,42,25
2020,November,7042LE,HISTORY ADV OPT LE,160,119,98,78,58,39,20
2020,November,7042LM,HISTORY ADV OPT LM,160,117,96,77,58,39,20
2020,November,7042LS,HISTORY ADV OPT LS,160,113,92,74,56,38,20
2020,November,7162A,LAW ADV OPTION A,300,199,168,138,108,78,49
2020,November,7162B,LAW ADV OPTION B,300,194,164,135,107,79,51
2020,November,7357,MATHEMATICS ADV,300,218,171,140,109,78,47
2020,November,7572,MEDIA STUDIES ADV,168,135,116,93,71,49,27
2020,November,7272,MUSIC ADV,120,79,60,50,40,30,20
2020,November,7682,PANJABI ADV,400,327,267,234,201,168,135
2020,November,7172,PHILOSOPHY ADV,200,137,114,92,70,49,28
2020,November,7582,PHYSICAL EDUCATION ADV,210,120,103,88,73,58,43
2020,November,7408A,PHYSICS ADV (ASTROPHYSICS),250,188,158,129,100,72,44
2020,November,7408B,PHYSICS ADV (MEDICAL),250,187,156,128,100,72,44
2020,November,7408C,PHYSICS ADV (ENGINEERING),250,188,156,128,100,72,44
2020,November,7408D,PHYSICS ADV (TURNING POINTS),250,188,157,128,100,72,44
2020,November,7408E,PHYSICS ADV (ELECTRONICS),250,193,162,132,102,73,44
2020,November,7687,POLISH ADV,400,327,267,234,201,168,135
2020,November,7152,POLITICS ADV,231,171,145,121,97,73,50
2020,November,7182,PSYCHOLOGY ADV,288,195,167,139,111,83,56
2020,November,7062A,RELIGIOUS STUDIES ADV OPTION A,200,166,138,109,80,52,24
2020,November,7062B,RELIGIOUS STUDIES ADV OPTION B,200,168,140,111,82,53,25
2020,November,7062D,RELIGIOUS STUDIES ADV OPTION D,200,167,139,110,81,52,23
2020,November,7192,SOCIOLOGY ADV,240,174,155,132,109,86,63
2020,November,7692T,SPANISH ADV TEACHER COND OPT,280,212,168,135,102,69,36
